id,video_id,text,label,label_prior,matched_keywords,matched_categories,annot_time_sec,annot_ts
Ugw_iAHLN4TubyEldj54AaABAg,va4UkKaVJ8k,Тунку клуб деп аты эле айтып. турат.. жабылсын!!! Жаштар туну менен темселеп ушундай жерлерде журушуп.. кундуз окуудан жок де иштеген иши жок..ата эненин мойнунда олтурушат жук болуп!!!,non_hate,potentially_hate,олтуру,profanity_ky,24.17,1779536454
UgwIXDgCsiqiNa4s_L54AaABAg,9SK6boOSZX0,Вы пси ответите за все ваши преступление !!!,skip,likely_non_hate,,,3.27,1779536458
UgyiFSvW0clmd_-aYv54AaABAg,bXQ7pHLuXSc,Максим оз мээнети м.н жашайт.Максимде баш бар,non_hate,likely_non_hate,,,8.75,1779536466
UgyeuGMH-t62yLVPHbN4AaABAg,MzmJyHQlS5Y,Раим бирок жакшы адам,non_hate,likely_non_hate,,,2.38,1779536469
UgxThGHtZLSmkGnQVUl4AaABAg,9SK6boOSZX0,Котко окшоп карап олтурдугу атбагыла деп буйрук берип туштон кийин Шох барекендеп хуйду жейсинер,hate,potentially_hate,хуй,profanity_ru,15.58,1779536484
Ugz6FUz4mLl3EgDs4-h4AaABAg,rcF3WelvY18,"Ушул жалаптардын артынан жер тербеп, суу каптап кыямат блт, дуйно бузулганда",hate,potentially_hate,жалап,profanity_ky,6.76,1779536491
Ugz67JGaTea450AD0Q94AaABAg,8W94yWJHw6A,Нарматова акмак аял кен,hate,potentially_hate,акмак,profanity_ky,1.78,1779536493
Ugy6EBLsi8ezTw7X3Dl4AaABAg,8W94yWJHw6A,МАТРАИМОВДУ карапайым эл колдойт элге коп жардам берген чыккыла элге эшектин тезегин тердитип тентиткендер ким эле эмне кылып алды 2 мил ким кусту кетпеди элди атпады жэрди сатпады,non_hate,potentially_hate,эшек,profanity_ky,20.17,1779536513
Ugw-yEdNBVPv9aS9_aF4AaABAg,HeGfRTka3TQ,"Намаз окуп, сулулугунарды жашырып мусульманча кийинип журсонор баары жакшы болот. корунгон менен суйлошуп учурашып журуп олтуруп жахилят дооруна кайра кайтып баратабыз. Ачык чачык журуп олтуруп Эркектер учун бир кумарын кандырчуу бир буюм катары болуп калдынар. Урушуп берсенер же ата эненерге айтсанар жакшы болмок. Озунор эркектерди кызыктырып шайтандын ургаачысы болуп турсанар. Ошондой эркектердин мучолорун кесип же эч нерсеге жарабагыс кылып коюш керек.",hate,potentially_hate,олтуру,profanity_ky,31.07,1779536544
UgynlIQOL7GuBnxHxY94AaABAg,9SK6boOSZX0,Тажиктер бирди коралбай жатат,non_hate,likely_non_hate,,,7.74,1779536552
UgzG0J_OA0C6F3IuqTV4AaABAg,9SK6boOSZX0,Генерал шох менен не ишинер бар .ал деле кызматкерда .ошон учун биздин жетекчилер тормоз колунан эч нерсе келбейт,offensive,likely_non_hate,,,8.51,1779536560
Ugwix_jg9TbpQeqtb_94AaABAg,8W94yWJHw6A,24саат тынбай иштеген аял баспай калбайбы!?Дооругон акмак акча Раимдин турткону учун депутат болгон да....,offensive,potentially_hate,акмак,profanity_ky,19.22,1779536580
Ugw54CvoTn8rjOE3sfl4AaABAg,GE9a-UY4I7E,ТИГИ БУ ДЕП СУЙЛООРДУН АЛДЫ ЖАЛТАКТАБАЙ ТУРУП АЙТЫШ КЕРЕК.ПУТИН ЧЫГАРЫП КЕТТИ ДЕП.АЛМАС АТАМБАЕВ ПУТИНГЕ ЖАГАЛДАНАМ ДЕП ОШОНУ КОРМОК.БИР ЭКИ АЙТКАНДЫ УКПАЙ.КОЗУН МАЙ БАСЫП.,non_hate,likely_non_hate,,,14.68,1779536594
UgyKivzQdDBX_H48u1x4AaABAg,9SK6boOSZX0,Бизде калкыбыздын жармы эле генералго,non_hate,likely_non_hate,,,3.54,1779536598
Ugx8YL8By_LyEQWgP5h4AaABAg,GE9a-UY4I7E,"Силер эшексинерда Батукаев канча адамды өлтүрүп, канча адамды калека кылган",offensive,potentially_hate,эшек|өлтүрү,profanity_ky,10.54,1779536608
UgwLn7Cz4s0CqLkYuLZ4AaABAg,GE9a-UY4I7E,"Олуп калса болмок, аны олтурбой эмне кылат эленер, ал канчалаган кыргыздарды олтургон кыздарды зордуктаган, бул пидорду жолдон олтуруш керек болчу, кана жанагы кыйын болгон Камчынын балдары",hate,potentially_hate,олтуру|пидор,lgbt|profanity_ky,13.21,1779536622
Ugyn1aXYXoUo_75K5Gl4AaABAg,9SK6boOSZX0,таджики но мне братья они персы враги мы турк язычный народ,hate,likely_non_hate,,,8.55,1779536630
UgxF6U8uVrqYqGrRttB4AaABAg,9SK6boOSZX0,бети жок азабынарды Кудай берсин канча жаш жигиттер кайтыш болду тажикти коргум келбейт.,hate,likely_non_hate,,,15.31,1779536646
UgxSeRYrSjZYdK9bXtl4AaABAg,8W94yWJHw6A,Колдонойлу деген соз жок Кыргызда !,non_hate,likely_non_hate,,,5.77,1779536651
UgxT3wTx1ABmo9vynex4AaABAg,bXQ7pHLuXSc,Олтуруп кетиш керек суканы уйбулосу менен😈,hate,potentially_hate,олтуру|сука,profanity_ky|profanity_ru,3.59,1779536655
UgyfSDPD91QIJmUWObJ4AaABAg,9SK6boOSZX0,БУЛАРДЫН ДОЛЖ. ТА ИШТЕГЕНДЕРИНИН ДА ИШЕНИЧ КАЛБАДЫ ЭШЕКТЕР.,offensive,potentially_hate,эшек,profanity_ky,16.51,1779536671
UgxT0g3upmbs9hT5rsx4AaABAg,iM4S3PDEGDg,Акмактар жон отурбайсынарбы,hate,potentially_hate,акмак,profanity_ky,4.0,1779536675
UgzxpGPuDgiEZXhOivF4AaABAg,GE9a-UY4I7E,"Чартердик рейс менен учуп жатпайбы?! Атамбаев ошондой нерсени билбей калмак беле?! Анын устуно, неге ким бошоткону иликтенбеди!!?? Эч кимди иштен албаганы... Премьер министр да, билген Атамбаев да соттолуш кк",non_hate,likely_non_hate,,,34.12,1779536710
UgwXUlPxedBgqDfhhKt4AaABAg,GE9a-UY4I7E,Зарылбек сенин нен кетти олгондой куусунда сени камаш керек болчу,offensive,likely_non_hate,,,13.31,1779536723
UgwjU1VhFZ0u8HYJ1lt4AaABAg,GE9a-UY4I7E,Эшектер Куловтун кылганы,offensive,potentially_hate,эшек,profanity_ky,4.05,1779536727
UgwNUa8AMS8Htfl9o9F4AaABAg,8W94yWJHw6A,Надира сен биринчи кетишин керек оз оордун менен,non_hate,likely_non_hate,,,4.36,1779536731
UgyJ1DutCPct5Kgw0Pd4AaABAg,MzmJyHQlS5Y,Мен Бабановду эч канчан колдобойм...,non_hate,likely_non_hate,,,3.09,1779536734
Ugwaxd2bUg3XW_L2PYR4AaABAg,rcF3WelvY18,ЛГБТ БИРО ТОЛО ЖОГОЛСУН КЫРГЫЗ ЖЕРИН БУЛГАБАЙ И УЛУТТУ БУЗУП АРАМ ИШКЕ ТУРТКОН БАТЫШ БУЗКУЛАРЫ БИРО ТОЛО ЖОГОЛСУН ❗❗⚠️⚠️,hate,likely_non_hate,,,7.5,1779536742
UgymD_gp_XwiDAt_tD14AaABAg,9SK6boOSZX0,Кудай коруп турат дагы жер титиреп кочку басат тажиктерди озу тийишкенди жон койбош керек,offensive,likely_non_hate,,,19.52,1779536761
UgyU1RqWRBb0JS3BChd4AaABAg,HeGfRTka3TQ,Бул мыйзамынар дагы кобунордун башынарды жейт себеби ушинтип уят болгондон горо олтуруп салсан он болот деши мумкун андан горо кайсар болуп кыска кийбей озунорду ондогула менин алтын эжелерим карындаштарым .,hate,potentially_hate,олтуру,profanity_ky,22.97,1779536784
UgxMj3GQS0CTZiPhHCp4AaABAg,bXQ7pHLuXSc,Продажный заказной журналистер..Бакиевтер ээчтеке апкетпеген...бул жердегиле тоноп болушунча Бакиевтерге тонкопкоюшкан акмактан.,offensive,potentially_hate,акмак|продажн,political|profanity_ky,15.95,1779536800
UgxNGVfDWlD4ISSSVz54AaABAg,MzmJyHQlS5Y,ЭДИЛ БАЙСАЛОВ ТУУРА АЙТТЫ,non_hate,likely_non_hate,,,1.88,1779536802
Ugwc42MI9ghPL7aU4wN4AaABAg,rcF3WelvY18,эненск бишкекте эркек балдар жокпу олорду олтуруп комуп салганы,hate,potentially_hate,олтуру,profanity_ky,7.95,1779536810
Ugh532ZrMbcMv3gCoAEC,GE9a-UY4I7E,бляааа вор деп суйлобо мамлекеттик адам,offensive,potentially_hate,бля,profanity_ru,9.89,1779536820
UgxDm2GEhkyFgEZAbQx4AaABAg,9SK6boOSZX0,"Баарын соттош керек же болбосо бирден таап олтуруш керек. Каргышка калган наркоман иттер, уй було бала чаканар менен кошо каргыш тийсин силерге. Уурдаган нерсенер тешип чыксын буйрубасын сукалар",hate,potentially_hate,олтуру|сука,profanity_ky|profanity_ru,11.2,1779536831
Ugwn0kiIeZKPQ3vu3bZ4AaABAg,rcF3WelvY18,Бүт байдын балдары соксон уят акмактар бири да аскерге барган эмес гарантия кедейлер служба кылабыз,offensive,potentially_hate,акмак,profanity_ky,15.58,1779536847
UgzhkH1LfHe7kXvt8od4AaABAg,rcF3WelvY18,Ошол жердегилердин баарын автомат менен кырып атып салса сооп эле болот Алланын каары тушкон жай экен,hate,likely_non_hate,,,5.57,1779536852
UgxPfPu28-vwGw7vme14AaABAg,va4UkKaVJ8k,Ушундай Акмактарды жок кылыш керек Кыргызстандан Атыш крк атыш Булар Кыргызды жок кылыш үчүн Батыштын жана Еврейлердин Шакалдары..........,hate,potentially_hate,акмак,profanity_ky,96.62,1779537227
Ugw5eX_WyHNr4JW8sZ94AaABAg,bXQ7pHLuXSc,Максим Бакиевдин Кыргыз жергесиндеги гүлдөп-өсүп жаткан бизнестерин текшерилсе жакшы болмок.Бөлөк бирөөнүр атына катталган байлыктары дагы эле көп деп ойлойм.,non_hate,likely_non_hate,,,37.51,1779537265
Ugz2sm69709UDhN3xK14AaABAg,KSVY5SRkfn8,Жел болбосо чоптун башы кыймылдабайт,non_hate,likely_non_hate,,,5.12,1779537270
UgwbbVanMIsA5AXrCjp4AaABAg,MzmJyHQlS5Y,Бирок чынында ошол кезде эн коп добушту Бутун Кыргызстан алган. Аны басып акыркы кылып илип коюушкан. А бугун кыйкырып жаткандар ошол кезде Мекенчилди колдогон эмессинер. Мекеним Кыргызстан менен Биримдикте чуркап жургонсунор.,non_hate,potentially_hate,чурка,ethnic,16.54,1779537286
Ugx-xgetKMgXfWCpsI94AaABAg,HeGfRTka3TQ,Ким эмне болсо озу ошого иштеп койгон эч нерсе себебсиз болбойт уят жон эле ушундай болду десе мисалы мени олтуруп кетсе мен уже иштеп койгон болом да ошондой,non_hate,potentially_hate,олтуру,profanity_ky,11.76,1779537298
UgzhM2kiQfZZNOktkg14AaABAg,KSVY5SRkfn8,"Жапаровшо баары жеткенде башталыптыр да,досуга ишеним журо бергенге Жапаров оозун ачып,Еолбаевди олтуруп кучуктору дагы эле Кучук болушуптур да,Ташиев жакшы иштешени менен бул эмнеси",non_hate,potentially_hate,олтуру,profanity_ky,32.08,1779537330
Ugw8txxUjr8Gz7VZrFd4AaABAg,KSVY5SRkfn8,Коррупция Кыргызстанда жоголбойт экенда,non_hate,likely_non_hate,,,2.2,1779537332
Ugzxx2BPSfvxs5_dpy54AaABAg,8W94yWJHw6A,Эми карапайым елге миллионду жеп туруп 2 жуз миңди чачып койсо ошол жакшы боло берет Эжее. Ошондо 800 жүз миң пайда кылып атабы. Коток жей бербей мамлекет иштегиле,offensive,potentially_hate,коток,profanity_ky,18.49,1779537351
Ugy7uSpJH-GuhEYX5aV4AaABAg,MzmJyHQlS5Y,Жанар сен деле Матраимовдун тойлорунда журдун го.,non_hate,likely_non_hate,,,12.12,1779537363
Ugwmab9MiaPTUUdrPc94AaABAg,GE9a-UY4I7E,Олбос болдуго Бир кезде люкта жаткан ошондо неге тонкойгон жок акун тулку.,offensive,likely_non_hate,,,18.74,1779537382
