id,video_id,text,likes,date,n_words,has_kyrgyz_letters,cyrillic_ratio,label,matched_keywords,matched_categories,label_prior
UgxF7ogj2YHIW-t1sBF4AaABAg,8W94yWJHw6A,Нарматова бетин Бет эмес эле эшектин коту экен,0,1716336000,8,0,1.0,,эшек,profanity_ky,potentially_hate
UgxacfONgiQ4S_iozdN4AaABAg,8W94yWJHw6A,😂😂 элге жардам бербесе дагы коргойсунар эмне кылды акчага сатылгандай чыгасынар эки дос иштеп атат,0,1716336000,15,0,1.0,,сатылган,political,potentially_hate
UgzwMYx_WnuJyjCuvh54AaABAg,8W94yWJHw6A,Каментарии жазгандар Аллахым жазаңарды берсин билип билбей жазбаш керек Райым елге канча жардам берди мечиттерди салып койду башка жегендер емне кылды хуй ештеке кылганжок ушундай кеткен болсо ачарчылык болот же 2чи өзбегистан болот,0,1716336000,33,1,1.0,,хуй,profanity_ru,potentially_hate
UgyCa27o1RNTuGlUnGR4AaABAg,8W94yWJHw6A,Раииди уйбулосу менен олтуруш керек,0,1716336000,5,0,1.0,,олтуру,profanity_ky,potentially_hate
UgyPRni926LD_Cw3Tlp4AaABAg,8W94yWJHw6A,блять сигеин дагы эле коррупция 30 жылдан бери колунан эч нерсе келишпейт,0,1716336000,12,0,1.0,,бля,profanity_ru,potentially_hate
UgxDfk39mEZAvnAdhfx4AaABAg,8W94yWJHw6A,Блять Кыргыздар болбой калыпыз зоокурду камаса туугандары чыгаргыла дейт ууруну кармаса Элдин уулу деп жакшылык жок экен бизге .,0,1716336000,19,0,1.0,,бля,profanity_ru,potentially_hate
Ugwc0ATQbAHN8GhAYGV4AaABAg,8W94yWJHw6A,"Надира Нарматова акмак жеткен наадан экенсин, сенин созуно караганда Матраимов кредит алып зорго кутулду дейсин .Уят эмеспи ушул айткандарын , карапайым калк эч нерсени тушунбойт деп ойлойт окшойсун. Эл бапрын коруп билип олтурат.АКМАК.",0,1716336000,33,0,1.0,,акмак,profanity_ky,potentially_hate
UgyHMhlaQf0ftlhVkax4AaABAg,8W94yWJHw6A,"Акаевти камаш керек биринчиден ошол акмак баштады бут корупцианы кумтор учун,армиа учун ачка калган солдаттар.камчи менен кошо жургондор министерлер байлар журот эч ойлонбой.камаса чекеден камасын туштук тундукко болунбой",0,1716336000,28,0,1.0,,акмак,profanity_ky,potentially_hate
Ugzxx2BPSfvxs5_dpy54AaABAg,8W94yWJHw6A,Эми карапайым елге миллионду жеп туруп 2 жуз миңди чачып койсо ошол жакшы боло берет Эжее. Ошондо 800 жүз миң пайда кылып атабы. Коток жей бербей мамлекет иштегиле,0,1716336000,28,1,1.0,,коток,profanity_ky,potentially_hate
UgylglHWOmMk8JIBAU54AaABAg,8W94yWJHw6A,"Акмакбек келдибековду качан текшеришет, раим атасынын жанына кошуп отургузуш керек аны, коррупция менен байыган келдибеков текшергиле",16,1716336000,16,0,1.0,,акмак,profanity_ky,potentially_hate
UgwZrObkWNTEp_ORjAh4AaABAg,8W94yWJHw6A,Нарматова кемпир эшектин тушоосун чечпейт айдагыла,0,1716336000,6,0,1.0,,эшек,profanity_ky,potentially_hate
Ugyv3mtIwL5AEApHSZt4AaABAg,8W94yWJHw6A,Котоко окшобой колдогондорду да камаш керек,0,1716336000,6,0,1.0,,коток,profanity_ky,potentially_hate
UgxjriyUQ3_J71sI3-R4AaABAg,8W94yWJHw6A,Блявааа бардыгын чогултуп жаардан туртуп бериш керек болтат салта сальто болуп кетинергоотвнч эле Болсун,0,1716336000,14,0,1.0,,бля,profanity_ru,potentially_hate
UgyLDBeOsiqxu1hQABB4AaABAg,8W94yWJHw6A,Оооо хуйбаш Атазовду дагы камагыла,0,1716336000,5,0,1.0,,хуй,profanity_ru,potentially_hate
Ugwpckd8CQC_n3j6uhh4AaABAg,8W94yWJHw6A,Ошол калпак кийген депутаты дагы текшериш керек чимкирик Зулушов беле эки жузду акмак,0,1716336000,13,0,1.0,,акмак,profanity_ky,potentially_hate
UgzHuYhiFqOFtWLHl1N4AaABAg,8W94yWJHw6A,Эшек Нарматова мандатын тапшырсын,1,1716336000,4,0,1.0,,эшек,profanity_ky,potentially_hate
Ugwmo97FQsNFIAOS6Yt4AaABAg,8W94yWJHw6A,Колдогон акмактарды камаш керек баарын айбандар,0,1716336000,6,0,1.0,,акмак,profanity_ky,potentially_hate
Ugx18mc5BJt4s7FcB914AaABAg,8W94yWJHw6A,Райымдын катачылыгы емне учун азербайжандын баш кесерлерин кыргызстанга жонотуп призденти жок кылуу максатында жоноту акмакчылык,0,1716336000,15,0,1.0,,акмак,profanity_ky,potentially_hate
Ugz1Un9vx7Mklen9eUB4AaABAg,8W94yWJHw6A,Камалсын үй-бүлөсү менен жок болсунчу ушулар өздөрүн элэ ойлогон эме экен айбан өз жерине кол салган адам ата энесин жана эне сүтүн актаган жок акмак,0,1716336000,25,1,1.0,,акмак,profanity_ky,potentially_hate
Ugwio5Gwii4az3ed3rx4AaABAg,8W94yWJHw6A,Продажная баба лицом депутат 😅,0,1716336000,5,0,1.0,,продажн,political,potentially_hate
Ugxla5UubP1L6Q3BtlR4AaABAg,8W94yWJHw6A,Аша Соке Раимди Текени Атазов Камчыбек Жолдошбаев сыяктууларды мен колдойм меники озумдуку деп ыйламсырап жургон манкурттар кичине уялсанар боло 😊 ар намыс барбы.,0,1716336000,23,0,1.0,,манкурт,ethnic,potentially_hate
UgxsWky1bVR_Ip7UvVd4AaABAg,8W94yWJHw6A,"Бирөөнүн да көтү таза эмес ,сукалар баарын атып салышса эшектерди",0,1716336000,10,1,1.0,,сука|эшек,profanity_ky|profanity_ru,potentially_hate
Ugza_ERB42BylHRUTS14AaABAg,8W94yWJHw6A,🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️Матрды колдогондор акмак эле экенсиңер,0,1716336000,5,1,1.0,,акмак,profanity_ky,potentially_hate
UgwGl0iNnmpYvsbah3t4AaABAg,8W94yWJHw6A,Ушу Надира Нарматовабы иши кылып Раимдин котун жалап журуп кайра тааныбайм дейт муну созсуз жоготуш керек такыр Парламентке жолотпош керек,0,1716336000,20,0,1.0,,жалап,profanity_ky,potentially_hate
UgzH6LYYHpHu32Qp9E54AaABAg,8W94yWJHw6A,"99% пайыз азыркы депутаттар чиновниктер баары Раимдин чайын ичип жүргөндөр. Ташиев деле аны убагында ""жөнөкөй жигит"" деген, эмне билген эмес би? Көлбаевдин деле чайын ичип жүргөндөр азыр олтурушат жогорку жакта. Эми эле баары жанталашып актанышат.",0,1716336000,35,1,1.0,,олтуру,profanity_ky,potentially_hate
Ugxqxv5b3tyJgwiUmN94AaABAg,8W94yWJHw6A,Блят ушул КРдан чыгып Кетти деген соз тойгозду,0,1716336000,8,0,1.0,,бля,profanity_ru,potentially_hate
UgyCByjdMxsAIU31-kJ4AaABAg,8W94yWJHw6A,Ушул нарматова деген КАНЧЫКТЫ биринчи очередь камаш керек болчу. Мандатын алыш керек бул сучканын.,0,1716336000,14,0,1.0,,сучка,profanity_ru,potentially_hate
UgyYHKdY9r5WoQoKEv94AaABAg,8W94yWJHw6A,Райым камалсын жеп жуткан эшек,0,1716336000,5,0,1.0,,эшек,profanity_ky,potentially_hate
Ugx4C2cXzfPFSDCnXyJ4AaABAg,8W94yWJHw6A,нарматова амына эшектин котогу,0,1716336000,4,0,1.0,,эшек,profanity_ky,potentially_hate
Ugy0Xu5r-dqNj1drNaR4AaABAg,8W94yWJHw6A,эненскейдер. котокбаштар. ушуларжы камагыла котторду. амына киргизипикойгулачы. жаман заебал уже,0,1716336000,10,0,1.0,,коток|котокбаш,profanity_ky,potentially_hate
Ugz67JGaTea450AD0Q94AaABAg,8W94yWJHw6A,Нарматова акмак аял кен,0,1716336000,4,0,1.0,,акмак,profanity_ky,potentially_hate
UgwyEUPt7APOakJIBhN4AaABAg,8W94yWJHw6A,"Дайыр Орунбеков дагы камалат бир кун акмак, бийликтин коюнуна кирип алып аявай кутуруп журот азыр акмак, бийлик жерди сатканда колдоп коштоп президентти элден актап турду, элден защита кылып саткын, кунун келет жооп бере турган сенин, ошондо жер сатканда колдоп турдун туура кылды сатып деп",0,1716336000,44,0,1.0,,акмак,profanity_ky,potentially_hate
UgxeWStDqok500RO8fF4AaABAg,8W94yWJHw6A,"Бети жок Нарматова Раимди кредит алып журуп турмодон чыкты дейтго бети жок акмак аявай колдопсунго кот жалап ууруну тууру кылып чокуна кредит алып толойбу ал таможняда иштеп жерлерди откоруп алган акчаларды жеген миллиардтаган анан атандын башына кредит алып толойбу бети жок аферист кандай кудайдан коркпой суйлодун, алып салгыла Нарматованы депутаттыктан кот жалагычты",0,1716336000,52,0,1.0,,акмак|жалап,profanity_ky,potentially_hate
UgzbFvuTBTfTRHGoh9p4AaABAg,8W94yWJHw6A,"Эй енени ешексиккир блогер каяктан пайда болдун кот кимдикин соруп котогума окшоп емнелерди айтып жатасын Камчыбек кеч жерде иштебесе билбесе матраимов менен алакасы жок болсо пржактан бир адамга атака жашаса айтса айтып койдуда, мисалы Менделе азаттык котторго ишенбейм ишенген емессин каралоо деп ойлогомун,, ей кот етиканы сакта гандон суйлоордон алдын коток баш Ташиев емнедеген жумуштарды кылды кылып жатат между прочим сен коток Ташиевдин пайпашына тен келбейсин кот эненин амыгаскей котом сага окшогон далбаеп катынга окшогон блогерлердин оозуна сиктим кот жетимдер",0,1716336000,80,0,1.0,,коток,profanity_ky,potentially_hate
UgzGNCTddH2NeV_bdhl4AaABAg,8W94yWJHw6A,Э тугандар лично кимдин духу бар жазгыла мага мен калп айтсам матраимовторду камасын керек болсо асып салсын кыргыздын кыран жигиттерин кырмай болду бул бийлик макулмун агада бирок ким айталат 3 жыл дегендер кайда 3 жылда отту эшектин тезегида озгорбойт дагы канча кутолу 30 жылбы эчтеке озгорбойт элди кулун кокко сапырышы мункун бирок байышы мункун садыр и таши эчтеке озгорбойт башка,0,1716336000,60,0,1.0,,эшек,profanity_ky,potentially_hate
UgxQliXay77wBzXO0hd4AaABAg,8W94yWJHw6A,"Жалан Матраимовдун акчасын жегендер тарабын тартып жатышат😂😂и пятую точку готовы продать за деньги 😂продажные,жалкие.эх....",0,1716336000,14,0,1.0,,продажн,political,potentially_hate
UgxdTKkaLTq9LcrtrY94AaABAg,8W94yWJHw6A,Котун жалап жургондор коп болгон матраимовду,0,1716336000,6,0,1.0,,жалап,profanity_ky,potentially_hate
Ugxz1LZH1tj95BQ0wvV4AaABAg,8W94yWJHw6A,Бляаа нарматова далбаёп болбосоң түшүнчү матраимов буга жардам берди тигиге жардам берди деп гелдирей бербей матраимов мамлекет ишенип берген кызматты өз кызык чылыгына пайдаланган мамлекеттин ичинде мамлекет түзүп алган СССР дин кезинде мындай шылуундар атууга кеткен,0,1716336000,36,1,1.0,,бля,profanity_ru,potentially_hate
UgzK8wdtH4cPQezcSZB4AaABAg,8W94yWJHw6A,матраимовту эрчиген акчасына сатылган депутаттарды жок кылыш керек болсо 40 депутатты кетириш керек срочно себеби бизге саткын депутаттар керек эмес кнопка баскычтардын.,1,1716336000,22,0,1.0,,сатылган,political,potentially_hate
Ugy-q_WFSmbXAJIa8pd4AaABAg,8W94yWJHw6A,Ох бляаа матраимовдун старшийи да кайыптырда,0,1716336000,6,0,1.0,,бля,profanity_ru,potentially_hate
UgwCita2NM3smhR8CO54AaABAg,8W94yWJHw6A,"бул элдин канын соргон акмактарды туп тамыры менен жоккылыш керек ,",24,1716336000,11,0,1.0,,акмак,profanity_ky,potentially_hate
UgyJQGmRuvzkUk2iwxh4AaABAg,8W94yWJHw6A,"Бири бирне чабыштырып отуруп Кыргызстанды жеп жутасынар го акмактар,,батыштын акчасына тойбодунар го кээ бир журналисттер",0,1716336000,15,0,1.0,,акмак,profanity_ky,potentially_hate
UgznyzCzikyEQsIWdl94AaABAg,8W94yWJHw6A,Бляяя ушу донуз чочко безтыжая корова бетин бет эмес чочконун коту экен. Бетбак трансформаторова надира 0,0,1716336000,16,0,1.0,,бля,profanity_ru,potentially_hate
UgyND-WN9FimLyXdJFJ4AaABAg,8W94yWJHw6A,Бляяя жестко кылыш керек чыккынчыларды,0,1716336000,5,0,1.0,,бля,profanity_ru,potentially_hate
UgwNdMLDPMotKf0idf94AaABAg,8W94yWJHw6A,Садырды ташиев акмак тогунчу болуп калган,0,1716336000,6,0,1.0,,акмак,profanity_ky,potentially_hate
Ugx9nMpiR7DE1xptbTF4AaABAg,8W94yWJHw6A,"Азыркы бийлик только кыргыз улутунуле камап жататко, озбектер бар Кыргызстан да ошолорго кичине кысым кылбайбы патриотторду олтуруп салатурган болдуго, Бакиевтин убагы кайра келип жататко бизде.",0,1716336000,25,0,1.0,,олтуру,profanity_ky,potentially_hate
UgyRKmMlpdhGstt9-L94AaABAg,8W94yWJHw6A,Акмак жеп жутарлар,6,1716336000,3,0,1.0,,акмак,profanity_ky,potentially_hate
UgwC82dmjjSlIgpXqHd4AaABAg,8W94yWJHw6A,Акмактар эмнеге боштондук,1,1716336000,3,0,1.0,,акмак,profanity_ky,potentially_hate
UgylGZVGfc-FlHw1HxF4AaABAg,8W94yWJHw6A,Матраимов туалеттен кийин кагаз деле колдончу эмес окшойт.Тээтигинче киши бат бат жалап атса кереги жок да кагаздын.Эркек аял Даш кары детей жалап турушчу тура эээнендурайындар,0,1716336000,25,0,1.0,,жалап,profanity_ky,potentially_hate
UgzhsFZpDSUANGSRjIJ4AaABAg,8W94yWJHw6A,Кеп Матайымов же Нарматовада же Атазовто эмес Кеп системада бааардыгы уйушкан кылмышкер ууруларго бирин бири олтуруп же камашат Таза инсан андай кылбайт башка олколорду карап коргуло тига эле бутурушот маска шо паска кылбай эле,0,1716336000,34,0,1.0,,олтуру,profanity_ky,potentially_hate
UgxuL-OXIqCUp5R4LDp4AaABAg,8W94yWJHw6A,"Ууру, акмактар Кудайым жазанарды берсин. Садырдын б.... на тойгула уурулар.",0,1716336000,10,0,1.0,,акмак,profanity_ky,potentially_hate
UgyhS52u8jbdLHCvu5d4AaABAg,8W94yWJHw6A,"Биз чет жерде иттин кунун коруп иштеп журобуз, бул акмактар Кыргызстан ды тоноп жеп жургон экен.",43,1716336000,16,0,1.0,,акмак,profanity_ky,potentially_hate
UgyrsgFJLqZGB19Mls94AaABAg,8W94yWJHw6A,"Мына эми чекеден чыгат, убактында баары Матраимовдун котун жалап журушкон.",1,1716336000,10,0,1.0,,жалап,profanity_ky,potentially_hate
UgyHYOLKcLerJ7R8Mu14AaABAg,8W94yWJHw6A,"Клооптун, ""ууру, афферист блогер, журналист"" өңдөнгөн жеке,тилдерине ""ээ"", боло албаган, манкурт ""арам, журналистерди"" камаш керек!!! Буларды жоопкерчиликке тартпаса, эл, буларды таш баранга алышы керек!!!! Батыш Американын акчасына сатылган, саткындарКлооп!!!! Мекенин саткан ""уурулар""!!!!! Батыштын уурулары""!!!!!!",0,1716336000,34,1,1.0,,манкурт|сатылган,ethnic|political,potentially_hate
Ugx8LQJSKkQhz6QZrYp4AaABAg,8W94yWJHw6A,Муну да олтуруп койбосо болду,1,1716336000,5,0,1.0,,олтуру,profanity_ky,potentially_hate
UgxxM7fyx5S0BlkwdIJ4AaABAg,8W94yWJHw6A,Бул окшошкон эшектерди автомат менен чайкап курмандык чалыш керек .,0,1716336000,10,0,1.0,,эшек,profanity_ky,potentially_hate
UgwnmUz6h1M5tsI8VTl4AaABAg,8W94yWJHw6A,Таши доопараз озун котун жалап жургонсун Матрайимоптун котуно киргизки Таши Садыр зек екоонду матрайимов,0,1716336000,14,0,1.0,,жалап,profanity_ky,potentially_hate
UgxyLGqknPdhc3j4_l94AaABAg,8W94yWJHw6A,"Коррупционер номер 1,Атамбаев,Жеенбековдун,чимкирик депутаттар,укук коргоо органдары,бандиттердин кошелегу болгон.Жонокой кызматкерлерди адам катары эсептеген эмес.Пушкиндин ""Алтын балыктагы"" кемпирдин озу болду,ким алтын балык кармасан дагы адам экенин унутпаш керек.Канча кызматкерди иштен кетирди.Баардыгына канчадан акча бергенин айтсын.ЖКда Мекеним Кыргызстан партиясын каржылаган,300миндей добуш алган,2мин сом берсе 600млн сомдон ашык короткон.Элди манкурт катары сатып алган.Алмаз Онолбеков,Азамат Сулаймановдор жон эле таможнянын тороагасы болгон.Ушулар дагы контрабандага жол берген,кустуруш керек.Раимге высшее мера.",0,1716336000,63,0,1.0,,манкурт,ethnic,potentially_hate
UgzVOuuRg3forDr22VJ4AaABAg,9SK6boOSZX0,Аллахым жазасын берсин акмактарды,0,1766361600,4,0,1.0,,акмак,profanity_ky,potentially_hate
UgxwKwrLJFZCaOE28314AaABAg,9SK6boOSZX0,Мусулман мусулманды олтуруп тэ кандай Алох деп айтат тоба 😮,0,1766361600,10,0,1.0,,олтуру,profanity_ky,potentially_hate
UgxA8nsUZqGOPAcdoah4AaABAg,9SK6boOSZX0,Аллаху Акбар деп кыйкырып коет. Точно террористы. Эмне тийешеси бар элдерди олтуруп мактанып мусульман деп. Ит эле болот экен,0,1747872000,19,0,1.0,,олтуру,profanity_ky,potentially_hate
UgxThGHtZLSmkGnQVUl4AaABAg,9SK6boOSZX0,Котко окшоп карап олтурдугу атбагыла деп буйрук берип туштон кийин Шох барекендеп хуйду жейсинер,0,1747872000,14,0,1.0,,хуй,profanity_ru,potentially_hate
UgxNFZj-lObFlu75SXl4AaABAg,9SK6boOSZX0,Сотко бериш керек бул акмакты Призденти приказ бергенда . биздикилер куйган котуно тыгып алып отурушуту какой привет такой ответ кылыш керек эле,0,1716336000,22,0,1.0,,акмак,profanity_ky,potentially_hate
UgyhvkbSi-GuvGzOuNV4AaABAg,9SK6boOSZX0,Булар ошондо еле терак болгон екенда кошунасын олтурупатып Алахуакбар деп журушот тура жолго тушусун,0,1716336000,14,0,1.0,,олтуру,profanity_ky,potentially_hate
Ugx4TNH8ojqknne93WV4AaABAg,9SK6boOSZX0,"Бул пидарастерди ким буйруган рахмон буйруган ,биз мынлан хуже кылабыз бул акмактарды кыргыздын ондой аскери гана жооп берди убакыт келет мен дагы колума курал кармаймын",0,1716336000,25,0,1.0,,акмак,profanity_ky,potentially_hate
UgxpiyoaFNeYixiHx0N4AaABAg,9SK6boOSZX0,"Генерал Шок убагында Жергеталда меджохед болуп жургонун эл жакшы билет. Генерал согушка баш болуп киргени, бул демек Эмомали эшектин буйругу экени айтпасада тушунуктуу . Тажиктерден эчкачан жакшылык келбейт.",0,1716336000,28,0,1.0,,эшек,profanity_ky,potentially_hate
UgzbcOjBOkYmzhEe1Zl4AaABAg,9SK6boOSZX0,Акмак мусулман элге кол салып Аллах деп койот акмак.,0,1716336000,9,0,1.0,,акмак,profanity_ky,potentially_hate
UgypQrXhcBC--8obgHF4AaABAg,9SK6boOSZX0,Балдарыбызга неберелерибизге азыртан уйротолу тажик лолу кафрлар кыргыздын душманы сигандан таркаган тажик ели сукаларды кырып салабыз убакыт келет бир куну,0,1716336000,20,0,1.0,,сука,profanity_ru,potentially_hate
UgwbBbPFIX4ukkaZiAt4AaABAg,9SK6boOSZX0,"Мусулмандарды өлтүрүп, Аллаху Акбар деп коёт",0,1684713600,6,1,1.0,,өлтүрү,profanity_ky,potentially_hate
UgwSXmde5XnhhnxQ-dx4AaABAg,9SK6boOSZX0,Вот начилос шакали писать всякую хуйню сами начинайте патом ходите жалуйтесь тожикистон ба пеш,0,1684713600,14,0,1.0,,хуй,profanity_ru,potentially_hate
